State, Year, Enrolled Agencies, Participating, Enrolled
NE,2020,"State Patrol, Johnson County",,Yes
NE,2020,"State Patrol, Kearney County",,Yes
NE,2020,"State Patrol, Keith County",,Yes
NE,2020,"State Patrol, Keya Paha County",,Yes
NE,2020,"State Patrol, Kimball County",,Yes
NE,2020,"State Patrol, Knox County",,Yes
NE,2020,"State Patrol, Lancaster County",,Yes
NE,2020,"State Patrol, Lincoln County",,Yes
NE,2020,"State Patrol, Logan County",,Yes
NE,2020,"State Patrol, Loup County",,Yes
NE,2020,"State Patrol, Madison County",,Yes
NE,2020,"State Patrol, McPherson County",,Yes
NE,2020,"State Patrol, Merrick County",,Yes
NE,2020,"State Patrol, Morrill County",,Yes
NE,2020,"State Patrol, Nance County",,Yes
NE,2020,"State Patrol, Nemaha County",,Yes
NE,2020,"State Patrol, North Platte",,Yes
NE,2020,"State Patrol, Nuckolls County",,Yes
NE,2020,"State Patrol, Otoe County",,Yes
NE,2020,"State Patrol, Pawnee County",,Yes
NE,2020,"State Patrol, Perkins County",,Yes
NE,2020,"State Patrol, Phelps County",,Yes
NE,2020,"State Patrol, Pierce County",,Yes
NE,2020,"State Patrol, Platte County",,Yes
NE,2020,"State Patrol, Polk County",,Yes
NE,2020,"State Patrol, Red Willow County",,Yes
NE,2020,"State Patrol, Richardson County",,Yes
NE,2020,"State Patrol, Rock County",,Yes
NE,2020,"State Patrol, Saline County",,Yes
NE,2020,"State Patrol, Sarpy County",,Yes
NE,2020,"State Patrol, Saunders County",,Yes
NE,2020,"State Patrol, Scotts Bluff County",,Yes
NE,2020,"State Patrol, Seward County",,Yes
NE,2020,"State Patrol, Sheridan County",,Yes
NE,2020,"State Patrol, Sherman County",,Yes
NE,2020,"State Patrol, Sioux County",,Yes
NE,2020,"State Patrol, Stanton County",,Yes
NE,2020,"State Patrol, Thayer County",,Yes
NE,2020,"State Patrol, Thomas County",,Yes
NE,2020,"State Patrol, Thurston County",,Yes
NE,2020,"State Patrol, Valley County",,Yes
NE,2020,"State Patrol, Washington County",,Yes
NE,2020,"State Patrol, Wayne County",,Yes
NE,2020,"State Patrol, Webster County",,Yes
NE,2020,"State Patrol, Wheeler County",,Yes
NE,2020,"State Patrol, York County",,Yes
NE,2020,"St. Edward Police Department",,Yes
NE,2020,"St. Paul Police Department",Yes,Yes
NE,2020,"Superior Police Department",Yes,Yes
NE,2020,"Sutton Police Department",,Yes
NE,2020,"Syracuse Police Department",,Yes
NE,2020,"Tecumseh Police Department",,Yes
NE,2020,"Tekamah Police Department",Yes,Yes
NE,2020,"Thayer County Sheriff's Office",Yes,Yes
NE,2020,"Thomas County Sheriff's Office",Yes,Yes
NE,2020,"Thurston County Sheriff's Office",Yes,Yes
NE,2020,"Tilden Police Department",Yes,Yes
NE,2020,"Union Pacific Railroad Police Department",,Yes
NE,2020,"University of Nebraska, Kearney",Yes,Yes
NE,2020,"University of Nebraska, Lincoln",Yes,Yes
NE,2020,"Valentine Police Department",,Yes
NE,2020,"Valley County Sheriff's Office",Yes,Yes
NE,2020,"Valley Police Department",Yes,Yes
NE,2020,"Verdigre Police Department",Yes,Yes
NE,2020,"Wahoo Police Department",Yes,Yes
NE,2020,"Walthill Police Department",,Yes
NE,2020,"Washington County Sheriff's Office",Yes,Yes
NE,2020,"Waterloo Police Department",,Yes
NE,2020,"Wauneta Police Department",,Yes
NE,2020,"Wausa Police Department",,Yes
NE,2020,"Wayne County Sheriff's Office",Yes,Yes
NE,2020,"Wayne Police Department",Yes,Yes
NE,2020,"Webster County Sheriff's Office",Yes,Yes
NE,2020,"Weeping Water Police Department",,Yes
NE,2020,"West Point Police Department",Yes,Yes
NE,2020,"Wheeler County Sheriff's Office",Yes,Yes
NE,2020,"Wilber Police Department",,Yes
NE,2020,"Wisner Police Department",,Yes
NE,2020,"Wood River Police Department",,Yes
NE,2020,"Wymore Police Department",,Yes
NE,2020,"York County Sheriff's Office",Yes,Yes
NE,2020,"York Police Department",Yes,Yes
NH,2020,"Auburn Police Department",Yes,Yes
NH,2020,"Bartlett Police Department",Yes,Yes
NH,2020,"Bedford Police Department",Yes,Yes
NH,2020,"Concord Police Department",Yes,Yes
NH,2020,"Durham Police Department",Yes,Yes
NH,2020,"Hollis Police Department",Yes,Yes
NH,2020,"Laconia Police Department",,Yes
NH,2020,"Lee Police Department",,Yes
NH,2020,"Newfields Police Department",Yes,Yes
NH,2020,"Salem Police Department",Yes,Yes
NH,2020,"State Police",,Yes
NJ,2020,"Aberdeen Township Police Department",Yes,Yes
NJ,2020,"Absecon Police Department",Yes,Yes
NJ,2020,"Alexandria Township Police Department",Yes,Yes
NJ,2020,"Allamuchy Township",Yes,Yes
NJ,2020,"Allendale Police Department",Yes,Yes
NJ,2020,"Allenhurst Police Department",Yes,Yes
NJ,2020,"Allentown Police Department",Yes,Yes
NJ,2020,"Alpha Police Department",Yes,Yes
NJ,2020,"Alpine Police Department",,Yes
NJ,2020,"Andover Township Police Department",Yes,Yes
NJ,2020,"Asbury Park Police Department",Yes,Yes
NJ,2020,"Atlantic City Police Department",Yes,Yes
NJ,2020,"Atlantic County Prosecutor's Office, Hammonton",,Yes
NJ,2020,"Atlantic County Sheriff's Office",Yes,Yes
NJ,2020,"Atlantic Highlands Police Department",Yes,Yes
NJ,2020,"Audubon Park Police Department",Yes,Yes
NJ,2020,"Audubon Police Department",Yes,Yes
NJ,2020,"Avalon Police Department",Yes,Yes
NJ,2020,"Avon-by-the-Sea Police Department",Yes,Yes
NJ,2020,"Barnegat Light Police Department",Yes,Yes
NJ,2020,"Barnegat Township Police Department",Yes,Yes
NJ,2020,"Barrington Police Department",Yes,Yes
NJ,2020,"Bass River Township",Yes,Yes
NJ,2020,"Bay Head Police Department",Yes,Yes
NJ,2020,"Bayonne Police Department",Yes,Yes
NJ,2020,"Beach Haven Police Department",Yes,Yes
NJ,2020,"Beachwood Police Department",Yes,Yes
NJ,2020,"Bedminster Township Police Department",Yes,Yes
NJ,2020,"Belleville Police Department",Yes,Yes
NJ,2020,"Bellmawr Police Department",Yes,Yes
NJ,2020,"Belmar Police Department",Yes,Yes
NJ,2020,"Belvidere Police Department",Yes,Yes
NJ,2020,"Bergen County Sheriff's Office",Yes,Yes
NJ,2020,"Bergenfield Police Department",Yes,Yes
NJ,2020,"Berkeley Heights Township Police Department",Yes,Yes
NJ,2020,"Berkeley Township Police Department",Yes,Yes
NJ,2020,"Berlin Police Department",Yes,Yes
NJ,2020,"Berlin Township Police Department",Yes,Yes
NJ,2020,"Bernards Township Police Department",Yes,Yes
NJ,2020,"Bernardsville Police Department",Yes,Yes
NJ,2020,"Beverly Police Department",Yes,Yes
NJ,2020,"Blairstown Township Police Department",,Yes
NJ,2020,"Bloomfield Police Department",Yes,Yes
NJ,2020,"Bloomingdale Police Department",Yes,Yes
NJ,2020,"Bloomsbury Police Department",Yes,Yes
NJ,2020,"Bogota Police Department",Yes,Yes
NJ,2020,"Boonton Police Department",Yes,Yes
NJ,2020,"Boonton Township Police Department",Yes,Yes
NJ,2020,"Bordentown Police Department",Yes,Yes
NJ,2020,"Bordentown Township Police Department",Yes,Yes
NJ,2020,"Bound Brook Police Department",Yes,Yes
NJ,2020,"Bradley Beach Police Department",Yes,Yes
NJ,2020,"Branchburg Township Police Department",Yes,Yes
NJ,2020,"Brick Township Police Department",Yes,Yes
NJ,2020,"Bridgeton Police Department",Yes,Yes
NJ,2020,"Bridgewater Township Police Department",Yes,Yes
NJ,2020,"Brielle Police Department",Yes,Yes
NJ,2020,"Brigantine Police Department",,Yes
NJ,2020,"Brookdale Community College",Yes,Yes
NJ,2020,"Brooklawn Police Department",Yes,Yes
NJ,2020,"Buena Police Department",Yes,Yes
NJ,2020,"Burlington County Bridge Commission",Yes,Yes
NJ,2020,"Burlington County Sheriff's Office",Yes,Yes
NJ,2020,"Burlington Police Department",Yes,Yes
NJ,2020,"Burlington Township Police Department",Yes,Yes
NJ,2020,"Butler Police Department",Yes,Yes
NJ,2020,"Byram Township Police Department",Yes,Yes
NJ,2020,"Caldwell Police Department",Yes,Yes
NJ,2020,"Califon Police Department",Yes,Yes
NJ,2020,"Camden County Police Department",Yes,Yes
NJ,2020,"Camden County Prosecutor's Office",,Yes
NJ,2020,"Camden County Sheriff's Office",Yes,Yes
NJ,2020,"Cape May County Sheriff's Office",Yes,Yes
NJ,2020,"Cape May Point Police Department",Yes,Yes
NJ,2020,"Cape May Police Department",Yes,Yes
NJ,2020,"Carlstadt Police Department",Yes,Yes
NJ,2020,"Carney's Point Township Police Department",Yes,Yes
NJ,2020,"Carteret Police Department",Yes,Yes
NJ,2020,"Cedar Grove Township Police Department",,Yes
NJ,2020,"Chatham Police Department",Yes,Yes
NJ,2020,"Chatham Township Police Department",Yes,Yes
NJ,2020,"Cherry Hill Township Police Department",Yes,Yes
NJ,2020,"Chesilhurst Police Department",Yes,Yes
NJ,2020,"Chesterfield Township Police Department",Yes,Yes
NJ,2020,"Chester Police Department",,Yes
NJ,2020,"Chester Township Police Department",,Yes
NJ,2020,"Cinnaminson Township Police Department",Yes,Yes
NJ,2020,"Clark Township Police Department",Yes,Yes
NJ,2020,"Clayton Police Department",Yes,Yes
NJ,2020,"Clementon Police Department",Yes,Yes
NJ,2020,"Cliffside Park Police Department",Yes,Yes
NJ,2020,"Clifton Police Department",Yes,Yes
NJ,2020,"Clinton Police Department",Yes,Yes
NJ,2020,"Clinton Township Police Department",Yes,Yes
NJ,2020,"Closter Police Department",Yes,Yes
NJ,2020,"Collingswood Police Department",Yes,Yes
NJ,2020,"Colts Neck Township Police Department",Yes,Yes
NJ,2020,"Cranbury Township Police Department",Yes,Yes
NJ,2020,"Cranford Township Police Department",Yes,Yes
NJ,2020,"Cresskill Police Department",Yes,Yes
NJ,2020,"Cumberland County Sheriff's Office",Yes,Yes
NJ,2020,"Deal Police Department",Yes,Yes
NJ,2020,"Deerfield Township Police Department",Yes,Yes
NJ,2020,"Delanco Township Police Department",Yes,Yes
NJ,2020,"Delaware River Port Authority Police Department",Yes,Yes
NJ,2020,"Delaware Township Police Department",,Yes
NJ,2020,"Delran Township Police Department",Yes,Yes
NJ,2020,"Demarest Police Department",Yes,Yes
NJ,2020,"Denville Township Police Department",Yes,Yes
NJ,2020,"Department of Human Services",,Yes
NJ,2020,"Deptford Township Police Department",Yes,Yes
NJ,2020,"Division of Fish and Wildlife",Yes,Yes
NJ,2020,"Dover Police Department",Yes,Yes
NJ,2020,"Dumont Police Department",Yes,Yes
NJ,2020,"Dunellen Police Department",Yes,Yes
NJ,2020,"Eastampton Township Police Department",Yes,Yes
NJ,2020,"East Brunswick Township Police Department",Yes,Yes
NJ,2020,"East Greenwich Township Police Department",Yes,Yes
NJ,2020,"East Hanover Township Police Department",Yes,Yes
NJ,2020,"East Newark Police Department",Yes,Yes
NJ,2020,"East Orange Police Department",Yes,Yes
NJ,2020,"East Rutherford Police Department",Yes,Yes
NJ,2020,"East Windsor Township Police Department",Yes,Yes
NJ,2020,"Eatontown Police Department",Yes,Yes
NJ,2020,"Edgewater Park Township Police Department",Yes,Yes
NJ,2020,"Edgewater Police Department",Yes,Yes
NJ,2020,"Edison Township Police Department",Yes,Yes
NJ,2020,"Egg Harbor City Police Department",Yes,Yes
NJ,2020,"Egg Harbor Township Police Department",Yes,Yes
NJ,2020,"Elizabeth Police Department",Yes,Yes
NJ,2020,"Elk Township Police Department",Yes,Yes
NJ,2020,"Elmer Police Department",Yes,Yes
NJ,2020,"Elmwood Park Police Department",Yes,Yes
NJ,2020,"Elsinboro Township Police Department",Yes,Yes
NJ,2020,"Emerson Police Department",Yes,Yes
NJ,2020,"Englewood Cliffs Police Department",Yes,Yes
NJ,2020,"Englewood Police Department",Yes,Yes
NJ,2020,"Englishtown Police Department",Yes,Yes
NJ,2020,"Essex County College",,Yes
NJ,2020,"Essex County Sheriff's Office",,Yes
NJ,2020,"Essex Fells Police Department",Yes,Yes
NJ,2020,"Evesham Township Police Department",Yes,Yes
NJ,2020,"Ewing Township Police Department",Yes,Yes
NJ,2020,"Fairfield Township, Essex County Police Department",Yes,Yes
NJ,2020,"Fairfield Township Police Department",Yes,Yes
NJ,2020,"Fair Haven Police Department",Yes,Yes
NJ,2020,"Fair Lawn Police Department",Yes,Yes
NJ,2020,"Fairview Police Department",,Yes
NJ,2020,"Fanwood Police Department",,Yes
NJ,2020,"Far Hills Police Department",Yes,Yes
NJ,2020,"Farmingdale Police Department",Yes,Yes
NJ,2020,"Fieldsboro Police Department",Yes,Yes
NJ,2020,"Flemington Police Department",Yes,Yes
NJ,2020,"Florence Township Police Department",,Yes
NJ,2020,"Florham Park Police Department",Yes,Yes
NJ,2020,"Fort Lee Police Department",Yes,Yes
NJ,2020,"Franklin Lakes Police Department",Yes,Yes
NJ,2020,"Franklin Police Department",Yes,Yes
NJ,2020,"Franklin Township, Gloucester County Police Department",Yes,Yes
NJ,2020,"Franklin Township, Hunterdon County Police Department",Yes,Yes
NJ,2020,"Franklin Township, Somerset County Police Department",Yes,Yes
NJ,2020,"Freehold Police Department",Yes,Yes
NJ,2020,"Freehold Township Police Department",Yes,Yes
NJ,2020,"Frenchtown Police Department",Yes,Yes
NJ,2020,"Galloway Township Police Department",Yes,Yes
NJ,2020,"Garfield Police Department",Yes,Yes
NJ,2020,"Garwood Police Department",Yes,Yes
NJ,2020,"Gibbsboro Police Department",Yes,Yes
NJ,2020,"Glassboro Police Department",Yes,Yes
NJ,2020,"Glen Gardner Police Department",Yes,Yes
NJ,2020,"Glen Ridge Police Department",Yes,Yes
NJ,2020,"Glen Rock Police Department",Yes,Yes
NJ,2020,"Gloucester City Police Department",Yes,Yes
NJ,2020,"Gloucester County Sheriff's Office",Yes,Yes
NJ,2020,"Gloucester Township Police Department",Yes,Yes
NJ,2020,"Green Brook Township Police Department",Yes,Yes
NJ,2020,"Greenwich Township, Gloucester County Police Department",Yes,Yes
NJ,2020,"Greenwich Township, Warren County Police Department",Yes,Yes
NJ,2020,"Guttenberg Police Department",Yes,Yes
NJ,2020,"Hackensack Police Department",Yes,Yes
NJ,2020,"Hackettstown Police Department",Yes,Yes
NJ,2020,"Haddonfield Police Department",Yes,Yes
NJ,2020,"Haddon Heights Police Department",Yes,Yes
NJ,2020,"Haddon Township Police Department",Yes,Yes
NJ,2020,"Hainesport Township",Yes,Yes
NJ,2020,"Haledon Police Department",Yes,Yes
NJ,2020,"Hamburg Police Department",Yes,Yes
NJ,2020,"Hamilton Township, Atlantic County Police Department",Yes,Yes
NJ,2020,"Hamilton Township, Mercer County Police Department",Yes,Yes
NJ,2020,"Hammonton Police Department",Yes,Yes
NJ,2020,"Hampton Police Department",Yes,Yes
NJ,2020,"Hanover Township Police Department",Yes,Yes
NJ,2020,"Harding Township Police Department",Yes,Yes
NJ,2020,"Hardyston Township Police Department",Yes,Yes
NJ,2020,"Harrington Park Police Department",Yes,Yes
NJ,2020,"Harrison Police Department",Yes,Yes
NJ,2020,"Harrison Township Police Department",Yes,Yes
NJ,2020,"Harvey Cedars Police Department",Yes,Yes
NJ,2020,"Hasbrouck Heights Police Department",Yes,Yes
NJ,2020,"Haworth Police Department",Yes,Yes
NJ,2020,"Hawthorne Police Department",Yes,Yes
NJ,2020,"Hazlet Township Police Department",Yes,Yes
NJ,2020,"Helmetta Police Department",Yes,Yes
NJ,2020,"High Bridge Police Department",Yes,Yes
NJ,2020,"Highland Park Police Department",,Yes
NJ,2020,"Highlands Police Department",Yes,Yes
NJ,2020,"Hightstown Police Department",Yes,Yes
NJ,2020,"Hillsborough Township Police Department",Yes,Yes
NJ,2020,"Hillsdale Police Department",Yes,Yes
NJ,2020,"Hillside Township Police Department",Yes,Yes
NJ,2020,"Hi-Nella Police Department",Yes,Yes
NJ,2020,"Hoboken Police Department",,Yes
NJ,2020,"Ho-Ho-Kus Police Department",Yes,Yes
NJ,2020,"Holland Township Police Department",Yes,Yes
NJ,2020,"Holmdel Township Police Department",Yes,Yes
NJ,2020,"Hopatcong Police Department",Yes,Yes
NJ,2020,"Hopewell Police Department",Yes,Yes
NJ,2020,"Hopewell Township Police Department",Yes,Yes
NJ,2020,"Howell Township Police Department",Yes,Yes
NJ,2020,"Hudson County Sheriff's Office",Yes,Yes
NJ,2020,"Human Services, Woodland Township",,Yes
NJ,2020,"Hunterdon County Sheriff's Office",Yes,Yes
NJ,2020,"Hunterdon Developmental Center",,Yes
NJ,2020,"Independence Township Police Department",Yes,Yes
NJ,2020,"Interlaken Police Department",Yes,Yes
NJ,2020,"Irvington Police Department",Yes,Yes
NJ,2020,"Island Heights Police Department",Yes,Yes
NJ,2020,"Jackson Township Police Department",Yes,Yes
NJ,2020,"Jamesburg Police Department",Yes,Yes
NJ,2020,"Jefferson Township Police Department",Yes,Yes
NJ,2020,"Jersey City Police Department",Yes,Yes
NJ,2020,"Keansburg Police Department",Yes,Yes
NJ,2020,"Kean University",Yes,Yes
NJ,2020,"Kearny Police Department",Yes,Yes
NJ,2020,"Kenilworth Police Department",Yes,Yes
NJ,2020,"Keyport Police Department",Yes,Yes
NJ,2020,"Kinnelon Police Department",Yes,Yes
NJ,2020,"Knowlton Township",Yes,Yes
NJ,2020,"Lacey Township Police Department",Yes,Yes
NJ,2020,"Lake Como Police Department",Yes,Yes
NJ,2020,"Lakehurst Police Department",Yes,Yes
NJ,2020,"Lakewood Township Police Department",Yes,Yes
NJ,2020,"Lambertville Police Department",Yes,Yes
NJ,2020,"Laurel Springs Police Department",Yes,Yes
NJ,2020,"Lavallette Police Department",Yes,Yes
NJ,2020,"Lawnside Police Department",Yes,Yes
NJ,2020,"Lawrence Township, Mercer County Police Department",Yes,Yes
NJ,2020,"Lawrence Township Police Department",Yes,Yes
NJ,2020,"Lebanon Police Department",Yes,Yes
NJ,2020,"Lebanon Township Police Department",,Yes
NJ,2020,"Leonia Police Department",,Yes
NJ,2020,"Lincoln Park Police Department",Yes,Yes
NJ,2020,"Linden Police Department",,Yes
NJ,2020,"Lindenwold Police Department",Yes,Yes
NJ,2020,"Linwood Police Department",Yes,Yes
NJ,2020,"Little Egg Harbor Township Police Department",,Yes
NJ,2020,"Little Falls Township Police Department",Yes,Yes
NJ,2020,"Little Ferry Police Department",Yes,Yes
NJ,2020,"Little Silver Police Department",Yes,Yes
NJ,2020,"Livingston Township Police Department",Yes,Yes
NJ,2020,"Loch Arbour Police Department",Yes,Yes
NJ,2020,"Lodi Police Department",,Yes
NJ,2020,"Logan Township Police Department",Yes,Yes
NJ,2020,"Long Beach Township Police Department",Yes,Yes
NJ,2020,"Long Branch Police Department",Yes,Yes
NJ,2020,"Long Hill Township Police Department",Yes,Yes
NJ,2020,"Longport Police Department",Yes,Yes
NJ,2020,"Lopatcong Township Police Department",Yes,Yes
NJ,2020,"Lower Alloways Creek Township Police Department",Yes,Yes
NJ,2020,"Lower Township Police Department",Yes,Yes
NJ,2020,"Lumberton Township Police Department",Yes,Yes
NJ,2020,"Lyndhurst Township Police Department",Yes,Yes
NJ,2020,"Madison Police Department",Yes,Yes
NJ,2020,"Magnolia Police Department",Yes,Yes
NJ,2020,"Mahwah Township Police Department",Yes,Yes
NJ,2020,"Manalapan Township Police Department",,Yes
NJ,2020,"Manasquan Police Department",Yes,Yes
NJ,2020,"Manchester Township Police Department",Yes,Yes
NJ,2020,"Mansfield Township, Burlington County Police Department",Yes,Yes
NJ,2020,"Mansfield Township, Warren County Police Department",Yes,Yes
NJ,2020,"Mantoloking Police Department",Yes,Yes
NJ,2020,"Mantua Township Police Department",Yes,Yes
NJ,2020,"Manville Police Department",Yes,Yes
NJ,2020,"Maple Shade Township Police Department",Yes,Yes
NJ,2020,"Maplewood Township Police Department",,Yes
NJ,2020,"Margate City Police Department",Yes,Yes
NJ,2020,"Marlboro Township Police Department",Yes,Yes
NJ,2020,"Matawan Police Department",,Yes
NJ,2020,"Maywood Police Department",Yes,Yes
NJ,2020,"Medford Lakes Police Department",Yes,Yes
NJ,2020,"Medford Township Police Department",,Yes
NJ,2020,"Mendham Police Department",Yes,Yes
NJ,2020,"Mendham Township Police Department",Yes,Yes
NJ,2020,"Mercer County Sheriff's Office",Yes,Yes
NJ,2020,"Merchantville Police Department",Yes,Yes
NJ,2020,"Metuchen Police Department",Yes,Yes
NJ,2020,"Middlesex County College",Yes,Yes
NJ,2020,"Middlesex County Sheriff's Office",Yes,Yes
NJ,2020,"Middlesex Police Department",Yes,Yes
NJ,2020,"Middle Township Police Department",Yes,Yes
NJ,2020,"Middletown Township Police Department",Yes,Yes
NJ,2020,"Midland Park Police Department",Yes,Yes
NJ,2020,"Milford Police Department",Yes,Yes
NJ,2020,"Millburn Township Police Department",Yes,Yes
NJ,2020,"Milltown Police Department",Yes,Yes
NJ,2020,"Millville Police Department",Yes,Yes
NJ,2020,"Mine Hill Township Police Department",Yes,Yes
NJ,2020,"Monmouth Beach Police Department",Yes,Yes
NJ,2020,"Monmouth County Sheriff's Office",,Yes
NJ,2020,"Monmouth University",Yes,Yes
NJ,2020,"Monroe Township, Middlesex County Police Department",,Yes
NJ,2020,"Monroe Township Police Department",Yes,Yes
NJ,2020,"Montclair Police Department",Yes,Yes
NJ,2020,"Montclair State University",Yes,Yes
NJ,2020,"Montgomery Township Police Department",Yes,Yes
NJ,2020,"Montvale Police Department",Yes,Yes
NJ,2020,"Montville Township Police Department",Yes,Yes
NJ,2020,"Moonachie Police Department",Yes,Yes
NJ,2020,"Moorestown Township Police Department",,Yes
NJ,2020,"Morris County Sheriff's Office",,Yes
NJ,2020,"Morris Plains Police Department",Yes,Yes
NJ,2020,"Morristown Police Department",Yes,Yes
NJ,2020,"Morris Township Police Department",Yes,Yes
NJ,2020,"Mountain Lakes Police Department",Yes,Yes
NJ,2020,"Mountainside Police Department",,Yes
NJ,2020,"Mount Arlington Police Department",Yes,Yes
NJ,2020,"Mount Ephraim Police Department",Yes,Yes
NJ,2020,"Mount Holly Township Police Department",Yes,Yes
NJ,2020,"Mount Laurel Township Police Department",Yes,Yes
NJ,2020,"Mount Olive Township Police Department",Yes,Yes
NJ,2020,"Mullica Township Police Department",,Yes
NJ,2020,"National Park Police Department",Yes,Yes
NJ,2020,"Neptune City Police Department",Yes,Yes
NJ,2020,"Neptune Township Police Department",Yes,Yes
NJ,2020,"Netcong Police Department",Yes,Yes
NJ,2020,"Newark Police Department",Yes,Yes
NJ,2020,"New Brunswick Police Department",Yes,Yes
NJ,2020,"Newfield Police Department",Yes,Yes
NJ,2020,"New Hanover Township Police Department",Yes,Yes
NJ,2020,"New Jersey Division of Criminal Justice",Yes,Yes
NJ,2020,"New Jersey Institute of Technology",Yes,Yes
NJ,2020,"New Jersey Marine Police",,Yes
NJ,2020,"New Jersey State Police Headquarters",Yes,Yes
NJ,2020,"New Jersey Transit Police",Yes,Yes
NJ,2020,"New Milford Police Department",Yes,Yes
NJ,2020,"New Providence Police Department",Yes,Yes
NJ,2020,"Newton Police Department",Yes,Yes
NJ,2020,"NJ Department of Corrections",Yes,Yes
NJ,2020,"North Arlington Police Department",Yes,Yes
NJ,2020,"North Bergen Township Police Department",Yes,Yes
NJ,2020,"North Brunswick Township Police Department",Yes,Yes
NJ,2020,"North Caldwell Police Department",Yes,Yes
NJ,2020,"Northfield Police Department",Yes,Yes
NJ,2020,"North Haledon Police Department",Yes,Yes
NJ,2020,"North Hanover Township Police Department",Yes,Yes
NJ,2020,"North Plainfield Police Department",Yes,Yes
NJ,2020,"Northvale Police Department",Yes,Yes
NJ,2020,"North Wildwood Police Department",Yes,Yes
NJ,2020,"Norwood Police Department",Yes,Yes
NJ,2020,"Nutley Township Police Department",Yes,Yes
NJ,2020,"Oakland Police Department",Yes,Yes
NJ,2020,"Oaklyn Police Department",Yes,Yes
NJ,2020,"Ocean City Police Department",Yes,Yes
NJ,2020,"Ocean County Sheriff's Office",Yes,Yes
NJ,2020,"Ocean Gate Police Department",Yes,Yes
NJ,2020,"Ocean Grove Police Department",,Yes
NJ,2020,"Oceanport Police Department",,Yes
NJ,2020,"Ocean Township, Monmouth County Police Department",Yes,Yes
NJ,2020,"Ocean Township, Ocean County Police Department",Yes,Yes
NJ,2020,"Ogdensburg Police Department",Yes,Yes
NJ,2020,"Old Bridge Township Police Department",Yes,Yes
NJ,2020,"Old Tappan Police Department",Yes,Yes
NJ,2020,"Oradell Police Department",Yes,Yes
NJ,2020,"Orange Police Department",Yes,Yes
NJ,2020,"Oxford Township Police Department",Yes,Yes
NJ,2020,"Palisades Interstate Parkway",,Yes
NJ,2020,"Palisades Park Police Department",Yes,Yes
NJ,2020,"Palmyra Police Department",Yes,Yes
NJ,2020,"Paramus Police Department",,Yes
NJ,2020,"Park Police, Camden County",,Yes
NJ,2020,"Park Police, Morris County",Yes,Yes
NJ,2020,"Park Police, Union County",,Yes
NJ,2020,"Park Ridge Police Department",Yes,Yes
NJ,2020,"Parsippany-Troy Hills Township Police Department",Yes,Yes
NJ,2020,"Passaic County Sheriff's Office",Yes,Yes
NJ,2020,"Passaic Police Department",,Yes
NJ,2020,"Paterson Police Department",Yes,Yes
NJ,2020,"Paulsboro Police Department",Yes,Yes
NJ,2020,"Peapack-Gladstone Police Department",Yes,Yes
NJ,2020,"Pemberton Police Department",Yes,Yes
NJ,2020,"Pemberton Township Police Department",Yes,Yes
NJ,2020,"Pennington Police Department",,Yes
NJ,2020,"Pennsauken Township Police Department",Yes,Yes
NJ,2020,"Penns Grove Police Department",Yes,Yes
NJ,2020,"Pennsville Township Police Department",Yes,Yes
NJ,2020,"Pequannock Township Police Department",Yes,Yes
NJ,2020,"Perth Amboy Police Department",,Yes
NJ,2020,"Phillipsburg Police Department",Yes,Yes
NJ,2020,"Pine Beach Police Department",Yes,Yes
NJ,2020,"Pine Hill Police Department",Yes,Yes
NJ,2020,"Pine Valley Police Department",Yes,Yes
NJ,2020,"Piscataway Township Police Department",Yes,Yes
NJ,2020,"Pitman Police Department",,Yes
NJ,2020,"Plainfield Police Department",Yes,Yes
NJ,2020,"Plainsboro Township Police Department",Yes,Yes
NJ,2020,"Pleasantville Police Department",Yes,Yes
NJ,2020,"Plumsted Township Police Department",,Yes
NJ,2020,"Pohatcong Township Police Department",,Yes
NJ,2020,"Point Pleasant Beach Police Department",Yes,Yes
NJ,2020,"Point Pleasant Police Department",,Yes
NJ,2020,"Pompton Lakes Police Department",Yes,Yes
NJ,2020,"Port Authority of New York and New Jersey",Yes,Yes
NJ,2020,"Princeton Police Department",Yes,Yes
NJ,2020,"Princeton University",Yes,Yes
NJ,2020,"Prosecutor, Atlantic County",Yes,Yes
NJ,2020,"Prosecutor, Bergen County",Yes,Yes
NJ,2020,"Prosecutor, Burlington County",Yes,Yes
NJ,2020,"Prosecutor, Camden County",Yes,Yes
NJ,2020,"Prosecutor, Cape May County",Yes,Yes
NJ,2020,"Prosecutor, Cumberland County",Yes,Yes
NJ,2020,"Prosecutor, Essex County",Yes,Yes
NJ,2020,"Prosecutor, Gloucester County",,Yes
NJ,2020,"Prosecutor, Hudson County",Yes,Yes
NJ,2020,"Prosecutor, Hunterdon County",Yes,Yes
NJ,2020,"Prosecutor, Mercer County",Yes,Yes
NJ,2020,"Prosecutor, Middlesex County",Yes,Yes
NJ,2020,"Prosecutor, Monmouth County",Yes,Yes
NJ,2020,"Prosecutor, Morris County",Yes,Yes
NJ,2020,"Prosecutor, Ocean County",Yes,Yes
NJ,2020,"Prosecutor, Passaic County",Yes,Yes
NJ,2020,"Prosecutor, Salem County",,Yes
NJ,2020,"Prosecutor, Somerset County",Yes,Yes
NJ,2020,"Prosecutor, Sussex County",Yes,Yes
NJ,2020,"Prosecutor, Union County",Yes,Yes
NJ,2020,"Prosecutor, Warren County",Yes,Yes
NJ,2020,"Prospect Park Police Department",Yes,Yes
