State, Year, Enrolled Agencies, Participating, Enrolled
MN,2020,"Beltrami County Sheriff's Office",Yes,Yes
MN,2020,"Bemidji Police Department",Yes,Yes
MN,2020,"Benson Police Department",Yes,Yes
MN,2020,"Benton County Sheriff's Office",Yes,Yes
MN,2020,"Big Lake Police Department",Yes,Yes
MN,2020,"Big Stone County Sheriff's Office",Yes,Yes
MN,2020,"Biwabik Police Department",,Yes
MN,2020,"Blackduck Police Department",Yes,Yes
MN,2020,"Blaine Police Department",Yes,Yes
MN,2020,"Blooming Prairie Police Department",Yes,Yes
MN,2020,"Bloomington Police Department",Yes,Yes
MN,2020,"Blue Earth County Sheriff's Office",Yes,Yes
MN,2020,"Blue Earth Police Department",Yes,Yes
MN,2020,"Bovey Police Department",Yes,Yes
MN,2020,"Braham Police Department",Yes,Yes
MN,2020,"Brainerd Police Department",Yes,Yes
MN,2020,"Breckenridge Police Department",Yes,Yes
MN,2020,"Breezy Point Police Department",Yes,Yes
MN,2020,"Breitung Township Police Department",,Yes
MN,2020,"Brooklyn Center Police Department",Yes,Yes
MN,2020,"Brooklyn Park Police Department",Yes,Yes
MN,2020,"Brown County Sheriff's Office",Yes,Yes
MN,2020,"Browns Valley Police Department",,Yes
MN,2020,"Brownton Police Department",,Yes
MN,2020,"Buffalo Lake Police Department",Yes,Yes
MN,2020,"Buffalo Police Department",Yes,Yes
MN,2020,"Bureau of Criminal Apprehension",Yes,Yes
MN,2020,"Burnsville Police Department",Yes,Yes
MN,2020,"Caledonia Police Department",,Yes
MN,2020,"Cambridge Police Department",Yes,Yes
MN,2020,"Canby Police Department",,Yes
MN,2020,"Cannon Falls Police Department",Yes,Yes
MN,2020,"Capitol Security, St. Paul",Yes,Yes
MN,2020,"Carlton County Sheriff's Office",Yes,Yes
MN,2020,"Carver County Sheriff's Office",Yes,Yes
MN,2020,"Cass County Sheriff's Office",Yes,Yes
MN,2020,"Centennial Lakes Police Department",Yes,Yes
MN,2020,"Champlin Police Department",Yes,Yes
MN,2020,"Chanhassen Police Department",,Yes
MN,2020,"Chaska Police Department",Yes,Yes
MN,2020,"Chippewa County Sheriff's Office",Yes,Yes
MN,2020,"Chisago City Police Department",,Yes
MN,2020,"Chisago County Sheriff's Office",Yes,Yes
MN,2020,"Chisholm Police Department",Yes,Yes
MN,2020,"Clara City Police Department",Yes,Yes
MN,2020,"Claremont Police Department",,Yes
MN,2020,"Clarkfield Police Department",,Yes
MN,2020,"Clay County Sheriff's Office",Yes,Yes
MN,2020,"Clearwater County Sheriff's Office",,Yes
MN,2020,"Cleveland Police Department",,Yes
MN,2020,"Climax Police Department",Yes,Yes
MN,2020,"Cloquet Police Department",Yes,Yes
MN,2020,"Cold Spring/Richmond Police Department",Yes,Yes
MN,2020,"Coleraine Police Department",Yes,Yes
MN,2020,"Columbia Heights Police Department",Yes,Yes
MN,2020,"Comfrey Police Department",Yes,Yes
MN,2020,"Cook County Sheriff's Office",Yes,Yes
MN,2020,"Coon Rapids Police Department",Yes,Yes
MN,2020,"Corcoran Police Department",Yes,Yes
MN,2020,"Cottage Grove Police Department",Yes,Yes
MN,2020,"Cottonwood County Sheriff's Office",Yes,Yes
MN,2020,"Crookston Police Department",Yes,Yes
MN,2020,"Crosby Police Department",Yes,Yes
MN,2020,"Crosslake Police Department",,Yes
MN,2020,"Crow Wing County Sheriff's Office",Yes,Yes
MN,2020,"Crystal Police Department",Yes,Yes
MN,2020,"Cuyuna Police Department",Yes,Yes
MN,2020,"Dakota County Sheriff's Office",Yes,Yes
MN,2020,"Danube Police Department",,Yes
MN,2020,"Dawson/Boyd Police Department",Yes,Yes
MN,2020,"Dayton Police Department",Yes,Yes
MN,2020,"Deephaven Police Department",Yes,Yes
MN,2020,"Deer River Police Department",Yes,Yes
MN,2020,"Deerwood Police Department",Yes,Yes
MN,2020,"Delano Police Department",,Yes
MN,2020,"Department of Natural Resources Enforcement Division",,Yes
MN,2020,"Detroit Lakes Police Department",Yes,Yes
MN,2020,"Dilworth Police Department",Yes,Yes
MN,2020,"Dodge County Sheriff's Office",Yes,Yes
MN,2020,"Douglas County Sheriff's Office",Yes,Yes
MN,2020,"Duluth Police Department",Yes,Yes
MN,2020,"Dundas Police Department",Yes,Yes
MN,2020,"Eagan Police Department",Yes,Yes
MN,2020,"Eagle Lake Police Department",Yes,Yes
MN,2020,"East Bethel Police Department",,Yes
MN,2020,"East Grand Forks Police Department",Yes,Yes
MN,2020,"East Range Police Department",,Yes
MN,2020,"Echo Police Department",,Yes
MN,2020,"Eden Prairie Police Department",Yes,Yes
MN,2020,"Eden Valley Police Department",Yes,Yes
MN,2020,"Edina Police Department",Yes,Yes
MN,2020,"Elbow Lake Police Department",,Yes
MN,2020,"Elgin Police Department",,Yes
MN,2020,"Elko New Market Police Department",Yes,Yes
MN,2020,"Elk River Police Department",Yes,Yes
MN,2020,"Elmore Police Department",Yes,Yes
MN,2020,"Ely Police Department",Yes,Yes
MN,2020,"Eveleth Police Department",Yes,Yes
MN,2020,"Fairfax Police Department",Yes,Yes
MN,2020,"Fairmont Police Department",Yes,Yes
MN,2020,"Falcon Heights Police Department",,Yes
MN,2020,"Faribault County Sheriff's Office",Yes,Yes
MN,2020,"Faribault Police Department",Yes,Yes
MN,2020,"Farmington Police Department",Yes,Yes
MN,2020,"Fergus Falls Police Department",Yes,Yes
MN,2020,"Fillmore County Sheriff's Office",Yes,Yes
MN,2020,"Fisher Police Department",Yes,Yes
MN,2020,"Floodwood Police Department",Yes,Yes
MN,2020,"Foley Police Department",Yes,Yes
MN,2020,"Fond du Lac Tribal",Yes,Yes
MN,2020,"Forest Lake Police Department",Yes,Yes
MN,2020,"Fountain Police Department",,Yes
MN,2020,"Franklin Police Department",,Yes
MN,2020,"Freeborn County Sheriff's Office",Yes,Yes
MN,2020,"Fridley Police Department",Yes,Yes
MN,2020,"Frost Police Department",,Yes
MN,2020,"Fulda Police Department",Yes,Yes
MN,2020,"Gaylord Police Department",Yes,Yes
MN,2020,"Gilbert Police Department",Yes,Yes
MN,2020,"Glencoe Police Department",Yes,Yes
MN,2020,"Glenwood Police Department",Yes,Yes
MN,2020,"Golden Valley Police Department",Yes,Yes
MN,2020,"Goodhue County Sheriff's Office",Yes,Yes
MN,2020,"Goodhue Police Department",Yes,Yes
MN,2020,"Goodview Police Department",Yes,Yes
MN,2020,"Grand Marais Police Department",,Yes
MN,2020,"Grand Rapids Police Department",Yes,Yes
MN,2020,"Granite Falls Police Department",Yes,Yes
MN,2020,"Grant County Sheriff's Office",Yes,Yes
MN,2020,"Hallock Police Department",Yes,Yes
MN,2020,"Ham Lake Police Department",,Yes
MN,2020,"Hancock  Police Department",,Yes
MN,2020,"Hastings Police Department",Yes,Yes
MN,2020,"Hawley Police Department",Yes,Yes
MN,2020,"Hector Police Department",Yes,Yes
MN,2020,"Hennepin County Sheriff's Office",,Yes
MN,2020,"Hermantown Police Department",Yes,Yes
MN,2020,"Hibbing Police Department",Yes,Yes
MN,2020,"Hill City Police Department",Yes,Yes
MN,2020,"Hilltop Police Department",,Yes
MN,2020,"Hokah Police Department",Yes,Yes
MN,2020,"Hopkins Police Department",Yes,Yes
MN,2020,"Houston County Sheriff's Office",Yes,Yes
MN,2020,"Houston Police Department",Yes,Yes
MN,2020,"Howard Lake Police Department",Yes,Yes
MN,2020,"Hoyt Lakes Police Department",,Yes
MN,2020,"Hubbard County Sheriff's Office",Yes,Yes
MN,2020,"Hugo Police Department",,Yes
MN,2020,"Hutchinson Police Department",Yes,Yes
MN,2020,"International Falls Police Department",Yes,Yes
MN,2020,"Inver Grove Heights Police Department",Yes,Yes
MN,2020,"Isanti County Sheriff's Office",Yes,Yes
MN,2020,"Isanti Police Department",Yes,Yes
MN,2020,"Isle Police Department",Yes,Yes
MN,2020,"Itasca County Sheriff's Office",Yes,Yes
MN,2020,"Jackson County Sheriff's Office",Yes,Yes
MN,2020,"Jackson Police Department",,Yes
MN,2020,"Janesville Police Department",Yes,Yes
MN,2020,"Jordan Police Department",Yes,Yes
MN,2020,"Kanabec County Sheriff's Office",Yes,Yes
MN,2020,"Kandiyohi County Sheriff's Office",Yes,Yes
MN,2020,"Kasson Police Department",Yes,Yes
MN,2020,"Keewatin Police Department",Yes,Yes
MN,2020,"Kenyon Police Department",,Yes
MN,2020,"Kimball Police Department",,Yes
MN,2020,"Kittson County Sheriff's Office",Yes,Yes
MN,2020,"Koochiching County Sheriff's Office",Yes,Yes
MN,2020,"Lac Qui Parle County Sheriff's Office",Yes,Yes
MN,2020,"La Crescent Police Department",Yes,Yes
MN,2020,"Lake City Police Department",Yes,Yes
MN,2020,"Lake County Sheriff's Office",Yes,Yes
MN,2020,"Lake Crystal Police Department",Yes,Yes
MN,2020,"Lake Elmo Police Department",,Yes
MN,2020,"Lakefield Police Department",,Yes
MN,2020,"Lake of the Woods County Sheriff's Office",Yes,Yes
MN,2020,"Lakes Area Police Department",Yes,Yes
MN,2020,"Lake Shore Police Department",Yes,Yes
MN,2020,"Lakeville Police Department",Yes,Yes
MN,2020,"Lamberton Police Department",,Yes
MN,2020,"Lauderdale Police Department",Yes,Yes
MN,2020,"Le Center Police Department",Yes,Yes
MN,2020,"Lester Prairie Police Department",,Yes
MN,2020,"Le Sueur County Sheriff's Office",Yes,Yes
MN,2020,"Le Sueur Police Department",Yes,Yes
MN,2020,"Lewiston Police Department",Yes,Yes
MN,2020,"Lexington Police Department",,Yes
MN,2020,"Lincoln County Sheriff's Office",,Yes
MN,2020,"Lindstrom Police Department",,Yes
MN,2020,"Lino Lakes Police Department",Yes,Yes
MN,2020,"Litchfield Police Department",Yes,Yes
MN,2020,"Little Canada Police Department",,Yes
MN,2020,"Little Falls Police Department",Yes,Yes
MN,2020,"Long Lake Police Department",,Yes
MN,2020,"Long Prairie Police Department",Yes,Yes
MN,2020,"Longville Police Department",,Yes
MN,2020,"Lonsdale Police Department",Yes,Yes
MN,2020,"Luverne Police Department",,Yes
MN,2020,"Lyon County Sheriff's Office",Yes,Yes
MN,2020,"Madelia Police Department",Yes,Yes
MN,2020,"Madison Lake Police Department",Yes,Yes
MN,2020,"Madison Police Department",,Yes
MN,2020,"Mahnomen County Sheriff's Office",Yes,Yes
MN,2020,"Mahtomedi Police Department",,Yes
MN,2020,"Mankato Police Department",Yes,Yes
MN,2020,"Maple Grove Police Department",Yes,Yes
MN,2020,"Maple Plain Police Department",,Yes
MN,2020,"Mapleton Police Department",Yes,Yes
MN,2020,"Maplewood Police Department",Yes,Yes
MN,2020,"Marshall County Sheriff's Office",Yes,Yes
MN,2020,"Marshall Police Department",Yes,Yes
MN,2020,"Martin County Sheriff's Office",Yes,Yes
MN,2020,"McGregor Police Department",,Yes
MN,2020,"McLeod County Sheriff's Office",,Yes
MN,2020,"Medina Police Department",Yes,Yes
MN,2020,"Meeker County Sheriff's Office",Yes,Yes
MN,2020,"Melrose Police Department",Yes,Yes
MN,2020,"Menahga Police Department",,Yes
MN,2020,"Mendota Heights Police Department",Yes,Yes
MN,2020,"Metropolitan Transit Commission",Yes,Yes
MN,2020,"Milaca Police Department",Yes,Yes
MN,2020,"Mille Lacs County Sheriff's Office",Yes,Yes
MN,2020,"Mille Lacs Tribal",Yes,Yes
MN,2020,"Minneapolis Park Police Department",,Yes
MN,2020,"Minneapolis Police Department",Yes,Yes
MN,2020,"Minneapolis-St. Paul International Airport",Yes,Yes
MN,2020,"Minneota Police Department",Yes,Yes
MN,2020,"Minnesota Lake Police Department",,Yes
MN,2020,"Minnesota State Fair Police",Yes,Yes
MN,2020,"Minnesota State Patrol",Yes,Yes
MN,2020,"Minnetonka Beach Police Department",,Yes
MN,2020,"Minnetonka Police Department",Yes,Yes
MN,2020,"Minnetrista Police Department",Yes,Yes
MN,2020,"Montevideo Police Department",Yes,Yes
MN,2020,"Montgomery Police Department",Yes,Yes
MN,2020,"Monticello Police Department",,Yes
MN,2020,"Moorhead Police Department",Yes,Yes
MN,2020,"Moose Lake Police Department",Yes,Yes
MN,2020,"Mora Police Department",,Yes
MN,2020,"Morrison County Sheriff's Office",Yes,Yes
MN,2020,"Morris Police Department",Yes,Yes
MN,2020,"Morristown Police Department",,Yes
MN,2020,"Motley Police Department",Yes,Yes
MN,2020,"Mound Police Department",,Yes
MN,2020,"Mounds View Police Department",Yes,Yes
MN,2020,"Mountain Iron Police Department",,Yes
MN,2020,"Mountain Lake Police Department",Yes,Yes
MN,2020,"Mower County Sheriff's Office",Yes,Yes
MN,2020,"Murray County Sheriff's Office",Yes,Yes
MN,2020,"Nashwauk Police Department",,Yes
MN,2020,"New Brighton Police Department",Yes,Yes
MN,2020,"New Hope Police Department",Yes,Yes
MN,2020,"Newport Police Department",,Yes
MN,2020,"New Prague Police Department",Yes,Yes
MN,2020,"New Richland Police Department",,Yes
MN,2020,"New Ulm Police Department",Yes,Yes
MN,2020,"Nicollet County Sheriff's Office",Yes,Yes
MN,2020,"Nisswa Police Department",,Yes
MN,2020,"Nobles County Sheriff's Office",Yes,Yes
MN,2020,"Norman County Sheriff's Office",Yes,Yes
MN,2020,"North Branch Police Department",Yes,Yes
MN,2020,"Northfield Police Department",Yes,Yes
MN,2020,"North Mankato Police Department",Yes,Yes
MN,2020,"North Oaks Police Department",,Yes
MN,2020,"North St. Paul Police Department",Yes,Yes
MN,2020,"Oakdale Police Department",,Yes
MN,2020,"Oak Park Heights Police Department",Yes,Yes
MN,2020,"Olivia Police Department",Yes,Yes
MN,2020,"Olmsted County Sheriff's Office",Yes,Yes
MN,2020,"Onamia Police Department",Yes,Yes
MN,2020,"Orono Police Department",Yes,Yes
MN,2020,"Ortonville Police Department",Yes,Yes
MN,2020,"Osakis Police Department",Yes,Yes
MN,2020,"Osseo Police Department",Yes,Yes
MN,2020,"Ostrander Police Department",,Yes
MN,2020,"Otter Tail County Sheriff's Office",Yes,Yes
MN,2020,"Owatonna Police Department",Yes,Yes
MN,2020,"Park Rapids Police Department",Yes,Yes
MN,2020,"Paynesville Police Department",Yes,Yes
MN,2020,"Pelican Rapids Police Department",,Yes
MN,2020,"Pennington County Sheriff's Office",Yes,Yes
MN,2020,"Pequot Lakes Police Department",Yes,Yes
MN,2020,"Pierz Police Department",Yes,Yes
MN,2020,"Pike Bay Police Department",Yes,Yes
MN,2020,"Pillager Police Department",Yes,Yes
MN,2020,"Pine County Sheriff's Office",Yes,Yes
MN,2020,"Pine River Police Department",Yes,Yes
MN,2020,"Pipestone County Sheriff's Office",Yes,Yes
MN,2020,"Pipestone Police Department",,Yes
MN,2020,"Plainview Police Department",Yes,Yes
MN,2020,"Plymouth Police Department",Yes,Yes
MN,2020,"Polk County Sheriff's Office",Yes,Yes
MN,2020,"Pope County Sheriff's Office",Yes,Yes
MN,2020,"Preston Police Department",,Yes
MN,2020,"Princeton Police Department",Yes,Yes
MN,2020,"Prior Lake Police Department",Yes,Yes
MN,2020,"Proctor Police Department",Yes,Yes
MN,2020,"Ramsey County Sheriff's Office",Yes,Yes
MN,2020,"Ramsey Police Department",Yes,Yes
MN,2020,"Red Lake County Sheriff's Office",Yes,Yes
MN,2020,"Red Wing Police Department",Yes,Yes
MN,2020,"Redwood County Sheriff's Office",Yes,Yes
MN,2020,"Redwood Falls Police Department",Yes,Yes
MN,2020,"Renville County Sheriff's Office",Yes,Yes
MN,2020,"Renville Police Department",Yes,Yes
MN,2020,"Rice County Sheriff's Office",Yes,Yes
MN,2020,"Richfield Police Department",Yes,Yes
MN,2020,"Richmond Police Department",,Yes
MN,2020,"Robbinsdale Police Department",Yes,Yes
MN,2020,"Rochester Police Department",Yes,Yes
MN,2020,"Rock County Sheriff's Office",Yes,Yes
MN,2020,"Rockford Police Department",,Yes
MN,2020,"Rogers Police Department",Yes,Yes
MN,2020,"Roseau County Sheriff's Office",Yes,Yes
MN,2020,"Roseau Police Department",Yes,Yes
MN,2020,"Rosemount Police Department",Yes,Yes
MN,2020,"Roseville Police Department",Yes,Yes
MN,2020,"Royalton Police Department",Yes,Yes
MN,2020,"Rushford Police Department",Yes,Yes
MN,2020,"Sacred Heart Police Department",,Yes
MN,2020,"Sartell Police Department",Yes,Yes
MN,2020,"Sauk Centre Police Department",Yes,Yes
MN,2020,"Sauk Rapids Police Department",Yes,Yes
MN,2020,"Savage Police Department",Yes,Yes
MN,2020,"Scanlon Police Department",,Yes
MN,2020,"Scott County Sheriff's Office",Yes,Yes
MN,2020,"Sebeka Police Department",,Yes
MN,2020,"Shakopee Police Department",Yes,Yes
MN,2020,"Sherburne County Sheriff's Office",Yes,Yes
MN,2020,"Sherburn Police Department",Yes,Yes
MN,2020,"Shoreview Police Department",,Yes
MN,2020,"Sibley County Sheriff's Office",,Yes
MN,2020,"Silver Bay Police Department",,Yes
MN,2020,"Silver Lake Police Department",,Yes
MN,2020,"Slayton Police Department",,Yes
MN,2020,"Sleepy Eye Police Department",Yes,Yes
MN,2020,"South Eastern Faribault County",,Yes
MN,2020,"South Lake Minnetonka Police Department",Yes,Yes
MN,2020,"South St. Paul Police Department",Yes,Yes
MN,2020,"Springfield Police Department",,Yes
MN,2020,"Spring Grove Police Department",Yes,Yes
MN,2020,"Spring Lake Park Police Department",Yes,Yes
MN,2020,"Spring Park Police Department",,Yes
